event,event_name,position,athelete,country,mark
Pole Vault men,4th IAAF World Championships in Athletics,1,Sergey Bubka,UKR,6.00  CR
Pole Vault men,4th IAAF World Championships in Athletics,2,Grigoriy Yegorov,KAZ,5.90  AR
Pole Vault men,4th IAAF World Championships in Athletics,3,Igor Trandenkov,RUS,5.80
Pole Vault men,4th IAAF World Championships in Athletics,3,Maksim Tarasov,RUS,5.80
Pole Vault men,4th IAAF World Championships in Athletics,5,Scott Huffman,USA,5.80
Pole Vault men,4th IAAF World Championships in Athletics,6,Denis Petushinskiy,RUS,5.80
Pole Vault men,4th IAAF World Championships in Athletics,7,Valeri Bukrejev,EST,5.75
Pole Vault men,4th IAAF World Championships in Athletics,8,Jean Galfione,FRA,5.70
Pole Vault men,4th IAAF World Championships in Athletics,9,Vasiliy Bubka,UKR,5.70
Pole Vault men,4th IAAF World Championships in Athletics,10,István Bagyula,HUN,5.70
Pole Vault men,4th IAAF World Championships in Athletics,11,Peter Widén,SWE,5.60
