event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,1,Moses Kiptanui,KEN,8:12.59
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,2,Patrick Sang,KEN,8:13.44
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,3,Azzedine Brahmi,ALG,8:15.54
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,4,Julius Kariuki,KEN,8:16.81
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,5,Brian Diemer,USA,8:17.76
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,6,Abdelaziz Sahere,MAR,8:19.40
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,7,Angelo Carosi,ITA,8:20.80
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,8,Francesco Panetta,ITA,8:26.79
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,9,William Van Dijck,BEL,8:30.46
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,10,Joseph Mahmoud,FRA,8:37.09
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,11,Tom Hanlon,GBR,8:41.14
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,12,Hagen Melzer,GER,8:45.58
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,13,Thierry Brusseau,FRA,8:47.46
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,14,Graeme Fell,CAN,9:01.73
3000 Metres Steeplechase men,3rd IAAF World Championships in Athletics,15,Gábor Markó,HUN,9:11.53
