event,event_name,position,athelete,country,mark
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",1,Anzhelika SIDOROVA,ANA,4.95
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",2,Sandi MORRIS,USA,4.90
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",3,Katerina STEFANIDI,GRE,4.85
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",4,Holly BRADSHAW,GBR,4.80
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",5,Alysha NEWMAN,CAN,4.80
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",6,Angelica BENGTSSON,SWE,4.80
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",7,Katie NAGEOTTE,USA,4.70
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",7,Robeilys PEINADO,VEN,4.70
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",7,Jennifer SUHR,USA,4.70
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",7,Iryna ZHUK,BLR,4.70
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",11,Yarisley SILVA,CUB,4.70
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",12,Ninon CHAPELLE,FRA,4.70
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",13,Nikoleta KYRIAKOPOULOU,GRE,4.50
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",13,Ling LI,CHN,4.50
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",13,Angelica MOSER,SUI,4.50
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",13,Tina ŠUTEJ,SLO,4.50
Pole Vault women,"IAAF World Athletics Championships, DOHA 2019",17,Lisa RYZIH,GER,4.50
