event,event_name,position,athelete,country,mark
Javelin Throw men,4th IAAF World Championships in Athletics,1,Jan Zelezný,CZE,85.98
Javelin Throw men,4th IAAF World Championships in Athletics,2,Kimmo Kinnunen,FIN,84.78
Javelin Throw men,4th IAAF World Championships in Athletics,3,Mick Hill,GBR,82.96
Javelin Throw men,4th IAAF World Championships in Athletics,4,Steve Backley,GBR,81.80
Javelin Throw men,4th IAAF World Championships in Athletics,5,Ari Pakarinen,FIN,81.08
Javelin Throw men,4th IAAF World Championships in Athletics,6,Dag Wennlund,SWE,80.52
Javelin Throw men,4th IAAF World Championships in Athletics,7,Vladimir Sasimovich,BLR,78.70
Javelin Throw men,4th IAAF World Championships in Athletics,8,Patrik Bodén,SWE,78.00
Javelin Throw men,4th IAAF World Championships in Athletics,9,Tom Pukstys,USA,77.92
Javelin Throw men,4th IAAF World Championships in Athletics,10,Terry McHugh,IRL,76.22
Javelin Throw men,4th IAAF World Championships in Athletics,11,Milos Steigauf,CZE,70.78
