event,event_name,position,athelete,country,mark
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,1,Trond Nymark,NOR,3:41:16  NR
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,2,Jesús Ángel GARCÍA,ESP,3:41:37  SB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,3,Grzegorz Sudol,POL,3:42:34  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,4,André Höhne,GER,3:43:19  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,5,Luke Adams,AUS,3:43:39  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,6,Jared Tallent,AUS,3:44:50  SB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,7,Marco DE LUCA,ITA,3:46:31  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,8,Jarkko KINNUNEN,FIN,3:47:36  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,9,Matej TÓTH,SVK,3:48:35
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,10,Faguang Xu,CHN,3:48:52  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,11,Yohann DINIZ,FRA,3:49:03
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,12,Jesús Sánchez,MEX,3:50:55  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,13,Donatas Škarnulis,LTU,3:50:56  SB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,14,Chengliang Zhao,CHN,3:53:06
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,15,Oleksiy Shelest,UKR,3:54:03  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,16,Tadas ŠUŠKEVIČIUS,LTU,3:54:29  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,17,Koichiro Morioka,JPN,3:56:21
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,18,Horació NAVA,MEX,3:56:26  SB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,19,Herve Davaux,FRA,3:57:10  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,20,Andreas Gustafsson,SWE,3:57:53  PB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,21,Rafał AUGUSTYN,POL,3:58:30
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,22,Augusto Cardoso,POR,3:59:10  SB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,23,Miloš Bátovský,SVK,3:59:39
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,24,Lei Li,CHN,4:00:13
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,25,Mikel Odriozola,ESP,4:00:54
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,26,Cedric Houssaye,FRA,4:02:44  SB
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,27,Diego Cafagna,ITA,4:08:04
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,28,José Alejandro Cambil,ESP,4:13:14
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,29,Mesias Magno Zapata Pacheco,ECU,4:15:28
50 Kilometres Race Walk men,12th IAAF World Championships in Athletics,30,Luis García,GUA,4:18:13  SB
