event,event_name,position,athelete,country,mark
Pole Vault men,11th IAAF World Championships in Athletics,1,Brad Walker,USA,5.86
Pole Vault men,11th IAAF World Championships in Athletics,2,Romain Mesnil,FRA,5.86
Pole Vault men,11th IAAF World Championships in Athletics,3,Danny Ecker,GER,5.81
Pole Vault men,11th IAAF World Championships in Athletics,4,Igor Pavlov,RUS,5.81
Pole Vault men,11th IAAF World Championships in Athletics,5,Björn Otto,GER,5.81
Pole Vault men,11th IAAF World Championships in Athletics,6,Evgeniy Lukyanenko,RUS,5.81
Pole Vault men,11th IAAF World Championships in Athletics,7,Aleksandr Averbukh,ISR,5.81
Pole Vault men,11th IAAF World Championships in Athletics,8,Tim Lobinger,GER,5.81
Pole Vault men,11th IAAF World Championships in Athletics,9,Steven Hooker,AUS,5.76
Pole Vault men,11th IAAF World Championships in Athletics,10,Fábio da Silva,BRA,5.76
Pole Vault men,11th IAAF World Championships in Athletics,11,Maksym Mazuryk,UKR,5.76
Pole Vault men,11th IAAF World Championships in Athletics,12,Denys Yurchenko,UKR,5.66
