event,event_name,position,athelete,country,mark
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,1,Olive Loughnane,IRL,1:28:58  SB
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,2,Hong Liu,CHN,1:29:10  SB
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,3,Anisya Kirdyapkina,RUS,1:30:09
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,4,Vera Santos,POR,1:30:35
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,5,Beatriz Pascual,ESP,1:30:40
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,6,Masumi Fuchise,JPN,1:31:15
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,7,Kristina Saltanovič,LTU,1:31:23  SB
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,8,Elisa Rigaudo,ITA,1:31:52
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,9,Susana Feitor,POR,1:32:42
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,10,Inês Henriques,POR,1:32:51
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,11,Kumi Otoshi,JPN,1:33:05
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,12,Larisa Emelyanova,RUS,1:34:31
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,13,Vera Sokolova,RUS,1:34:55
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,14,Sniazhana Yurchanka,BLR,1:34:57
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,15,Ana Maria Groza,ROU,1:35:19
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,16,Valentina Trapletti,ITA,1:35:33  SB
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,17,Mingxia Yang,CHN,1:35:42
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,18,Zuzana Schindlerová,CZE,1:35:47
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,19,Tania Regina Spindler,BRA,1:35:51
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,20,Evaggelía Xinoú,GRE,1:35:56
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,21,Jess Rothwell,AUS,1:36:01
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,22,Claudia Stef,ROU,1:36:09
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,23,Brigita Virbalytė-Dimsienė,LTU,1:36:28
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,24,Marie Polli,SUI,1:36:44
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,25,Zuzana Malíková,SVK,1:37:47
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,26,Claire Woods,AUS,1:38:12
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,27,Agnieszka Dygacz,POL,1:38:36
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,28,Alessandra Picagevicz,BRA,1:38:50
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,29,Geovana Irusta,BOL,1:39:16
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,30,Chaima Trabelsi,TUN,1:39:50
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,31,Svetlana Tolstaya,KAZ,1:40:41  SB
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,32,Johana Ordóñez,ECU,1:42:57
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,33,Anamaria Greceanu,ROU,1:43:35
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,34,Rachel Seaman,CAN,1:45:45
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,35,Olha Iakovenko,UKR,1:45:55
20 Kilometres Race Walk women,12th IAAF World Championships in Athletics,36,Cristina López,ESA,1:47:33  SB
