event,event_name,position,athelete,country,mark
Shot Put men,IAAF World Championships London 2017,1,Tomas Walsh,NZL,22.03
Shot Put men,IAAF World Championships London 2017,2,Joe Kovacs,USA,21.66
Shot Put men,IAAF World Championships London 2017,3,Stipe Žunic,CRO,21.46
Shot Put men,IAAF World Championships London 2017,4,Tomáš Staněk,CZE,21.41
Shot Put men,IAAF World Championships London 2017,5,Michał Haratyk,POL,21.41
Shot Put men,IAAF World Championships London 2017,6,Ryan Crouser,USA,21.20
Shot Put men,IAAF World Championships London 2017,7,Ryan Whiting,USA,21.09
Shot Put men,IAAF World Championships London 2017,8,Konrad Bukowiecki,POL,20.89
Shot Put men,IAAF World Championships London 2017,9,Jacko Gill,NZL,20.82
Shot Put men,IAAF World Championships London 2017,10,David Storl,GER,20.80
Shot Put men,IAAF World Championships London 2017,11,Darrell Hill,USA,20.79
Shot Put men,IAAF World Championships London 2017,12,Andrei Marius Gag,ROU,19.96
