event,event_name,position,athelete,country,mark
Triple Jump women,15th IAAF World Championships,1,Caterine Ibarguen,COL,14.90
Triple Jump women,15th IAAF World Championships,2,Hanna Knyazyeva-Minenko,ISR,14.78
Triple Jump women,15th IAAF World Championships,3,Olga Rypakova,KAZ,14.77
Triple Jump women,15th IAAF World Championships,4,Gabriela Petrova,BUL,14.66
Triple Jump women,15th IAAF World Championships,5,Kimberly Williams,JAM,14.45
Triple Jump women,15th IAAF World Championships,6,Olha Saladukha,UKR,14.41
Triple Jump women,15th IAAF World Championships,7,Yekaterina Koneva,RUS,14.37
Triple Jump women,15th IAAF World Championships,8,Kristin Gierisch,GER,14.25
Triple Jump women,15th IAAF World Championships,9,Jeanine Assani Issouf,FRA,14.12
Triple Jump women,15th IAAF World Championships,10,Yosiris Urrutia,COL,14.09
Triple Jump women,15th IAAF World Championships,11,Shanieka Ricketts,JAM,14.08
Triple Jump women,15th IAAF World Championships,12,Keila Costa,BRA,13.90
