event,event_name,position,athelete,country,mark
Discus Throw women,"World Athletics Championships, Oregon 2022",1,Bin FENG,CHN,69.12
Discus Throw women,"World Athletics Championships, Oregon 2022",2,Sandra PERKOVIĆ,CRO,68.45
Discus Throw women,"World Athletics Championships, Oregon 2022",3,Valarie ALLMAN,USA,68.30
Discus Throw women,"World Athletics Championships, Oregon 2022",4,Jorinde VAN KLINKEN,NED,64.97
Discus Throw women,"World Athletics Championships, Oregon 2022",5,Claudine VITA,GER,64.24
Discus Throw women,"World Athletics Championships, Oregon 2022",6,Liliana CÁ,POR,63.99
Discus Throw women,"World Athletics Championships, Oregon 2022",7,Yaimé PÉREZ,CUB,63.07
Discus Throw women,"World Athletics Championships, Oregon 2022",8,Marija TOLJ,CRO,63.07
Discus Throw women,"World Athletics Championships, Oregon 2022",9,Shanice CRAFT,GER,62.35
Discus Throw women,"World Athletics Championships, Oregon 2022",10,Melina ROBERT-MICHON,FRA,60.36
Discus Throw women,"World Athletics Championships, Oregon 2022",11,Kristin PUDENZ,GER,59.97
Discus Throw women,"World Athletics Championships, Oregon 2022",12,Laulauga TAUSAGA,USA,56.47
