event,event_name,position,athelete,country,mark
Javelin Throw women,15th IAAF World Championships,1,Katharina Molitor,GER,67.69
Javelin Throw women,15th IAAF World Championships,2,Huihui Lyu,CHN,66.13
Javelin Throw women,15th IAAF World Championships,3,Sunette Viljoen,RSA,65.79
Javelin Throw women,15th IAAF World Championships,4,Christina Obergföll,GER,64.61
Javelin Throw women,15th IAAF World Championships,5,Lingwei Li,CHN,64.10
Javelin Throw women,15th IAAF World Championships,6,Christin Hussong,GER,62.98
Javelin Throw women,15th IAAF World Championships,7,Sinta Ozolina,LAT,62.20
Javelin Throw women,15th IAAF World Championships,8,Kara Winger,USA,60.88
Javelin Throw women,15th IAAF World Championships,9,Barbora Špotáková,CZE,60.08
Javelin Throw women,15th IAAF World Championships,10,Linda Stahl,GER,59.88
Javelin Throw women,15th IAAF World Championships,11,Elizabeth Gleadle,CAN,59.82
Javelin Throw women,15th IAAF World Championships,12,Brittany Borman,USA,58.26
