event,event_name,position,athelete,country,mark
High Jump women,13th IAAF World Championships in Athletics,1,Anna Chicherova,RUS,2.03
High Jump women,13th IAAF World Championships in Athletics,2,Blanka Vlašic,CRO,2.03
High Jump women,13th IAAF World Championships in Athletics,3,Antonietta Di Martino,ITA,2.00
High Jump women,13th IAAF World Championships in Athletics,4,Svetlana Shkolina,RUS,1.97
High Jump women,13th IAAF World Championships in Athletics,5,Deirdre Ryan,IRL,1.93
High Jump women,13th IAAF World Championships in Athletics,5,Xingjuan Zheng,CHN,1.93
High Jump women,13th IAAF World Championships in Athletics,7,Doreen Amata,NGR,1.93
High Jump women,13th IAAF World Championships in Athletics,7,Svetlana Radzivil,UZB,1.93
High Jump women,13th IAAF World Championships in Athletics,9,Brigetta Barrett,USA,1.93
High Jump women,13th IAAF World Championships in Athletics,10,Emma Green,SWE,1.89
High Jump women,13th IAAF World Championships in Athletics,11,Anna Iljuštšenko,EST,1.89
