event,event_name,position,athelete,country,mark
Hammer Throw men,4th IAAF World Championships in Athletics,1,Andrey Abduvaliyev,TJK,81.64
Hammer Throw men,4th IAAF World Championships in Athletics,2,Igor Astapkovich,BLR,79.88
Hammer Throw men,4th IAAF World Championships in Athletics,3,Tibor Gécsek,HUN,79.54
Hammer Throw men,4th IAAF World Championships in Athletics,4,Sergey Alay,BLR,79.02
Hammer Throw men,4th IAAF World Championships in Athletics,5,Vasiliy Sidorenko,RUS,78.86
Hammer Throw men,4th IAAF World Championships in Athletics,6,Aleksandr Seleznyov,RUS,78.58
Hammer Throw men,4th IAAF World Championships in Athletics,7,Sergey Litvinov,RUS,78.56
Hammer Throw men,4th IAAF World Championships in Athletics,8,Christophe Épalle,FRA,76.22
Hammer Throw men,4th IAAF World Championships in Athletics,9,Lance Deal,USA,76.20
Hammer Throw men,4th IAAF World Championships in Athletics,10,Raphaël Piolanti,FRA,75.88
Hammer Throw men,4th IAAF World Championships in Athletics,11,Vadim Kolesnik,UKR,73.08
