event,event_name,position,athelete,country,mark
Discus Throw men,9th IAAF World Championships in Athletics,1,Virgilijus Alekna,LTU,69.69
Discus Throw men,9th IAAF World Championships in Athletics,2,Róbert Fazekas,HUN,69.01
Discus Throw men,9th IAAF World Championships in Athletics,3,Vasili Kaptyukh,BLR,66.51
Discus Throw men,9th IAAF World Championships in Athletics,4,Lars Riedel,GER,66.28
Discus Throw men,9th IAAF World Championships in Athletics,5,Michael Möllenbeck,GER,66.23
Discus Throw men,9th IAAF World Championships in Athletics,6,Frantz KRUGER,RSA,65.26
Discus Throw men,9th IAAF World Championships in Athletics,7,Aleksander Tammert,EST,64.50
Discus Throw men,9th IAAF World Championships in Athletics,8,Mario Pestano,ESP,64.39
Discus Throw men,9th IAAF World Championships in Athletics,9,Carl Brown,USA,62.66
Discus Throw men,9th IAAF World Championships in Athletics,10,Dmitriy Shevchenko,RUS,62.28
Discus Throw men,9th IAAF World Championships in Athletics,11,Jason Tunks,CAN,62.21
Discus Throw men,9th IAAF World Championships in Athletics,12,Leonid Cherevko,BLR,61.90
