event,event_name,position,athelete,country,mark
1500 Metres men,10th IAAF World Championships in Athletics,1,Rashid Ramzi,BRN,3:37.88
1500 Metres men,10th IAAF World Championships in Athletics,2,Adil Kaouch,MAR,3:38.00  SB
1500 Metres men,10th IAAF World Championships in Athletics,3,Rui Silva,POR,3:38.02
1500 Metres men,10th IAAF World Championships in Athletics,4,Ivan Heshko,UKR,3:38.71
1500 Metres men,10th IAAF World Championships in Athletics,5,Arturo Casado,ESP,3:39.45
1500 Metres men,10th IAAF World Championships in Athletics,6,Juan Carlos Higuero,ESP,3:40.34
1500 Metres men,10th IAAF World Championships in Athletics,7,Alex Kipchirchir Rono,KEN,3:40.43
1500 Metres men,10th IAAF World Championships in Athletics,8,Tarek Boukensa,ALG,3:41.01
1500 Metres men,10th IAAF World Championships in Athletics,9,Alan Webb,USA,3:41.04
1500 Metres men,10th IAAF World Championships in Athletics,10,Daham Najim Bashir,QAT,3:43.48
1500 Metres men,10th IAAF World Championships in Athletics,11,Reyes Estévez,ESP,3:46.65
1500 Metres men,10th IAAF World Championships in Athletics,12,Yassine Bensghir,MAR,3:50.19
