event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,1,Brimin Kiprop Kipruto,KEN,8:13.82
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,2,Ezekiel Kemboi,KEN,8:16.94
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,3,Richard Kipkemboi Mateelong,KEN,8:17.59
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,4,Mustafa Mohamed,SWE,8:19.82
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,5,Bouabdellah Tahri,FRA,8:20.27
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,6,Halil Akkas,TUR,8:22.51
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,7,Eliseo Martín,ESP,8:22.91  SB
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,8,Tareq Mubarak Taher,BRN,8:22.95
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,9,Abdelkader Hachlaf,MAR,8:24.18
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,10,Roba Gari,ETH,8:25.93
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,11,Abubaker Ali Kamal,QAT,8:26.90
3000 Metres Steeplechase men,11th IAAF World Championships in Athletics,12,Nahom Mesfin,ETH,8:28.86
