event,event_name,position,athelete,country,mark
High Jump men,3rd IAAF World Championships in Athletics,1,Charles Austin,USA,2.38  =CR
High Jump men,3rd IAAF World Championships in Athletics,2,Javier Sotomayor,CUB,2.36
High Jump men,3rd IAAF World Championships in Athletics,3,Hollis Conway,USA,2.36
High Jump men,3rd IAAF World Championships in Athletics,4,Dalton Grant,GBR,2.36
High Jump men,3rd IAAF World Championships in Athletics,5,Troy Kemp,BAH,2.34
High Jump men,3rd IAAF World Championships in Athletics,5,Marino Drake,CUB,2.34
High Jump men,3rd IAAF World Championships in Athletics,7,Patrik Sjöberg,SWE,2.31
High Jump men,3rd IAAF World Championships in Athletics,8,Rick Noji,USA,2.28
High Jump men,3rd IAAF World Championships in Athletics,9,Dragutin Topic,YUG,2.28
High Jump men,3rd IAAF World Championships in Athletics,10,Arturo Ortíz,ESP,2.24
High Jump men,3rd IAAF World Championships in Athletics,10,Igor Paklin,URS,2.24
High Jump men,3rd IAAF World Championships in Athletics,12,Artur Partyka,POL,2.24
High Jump men,3rd IAAF World Championships in Athletics,13,Rudolf Povarnitsyn,URS,2.24
High Jump men,3rd IAAF World Championships in Athletics,14,Steinar Hoen,NOR,2.20
