event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,1,Saif Saaeed Shaheen,QAT,8:13.31
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,2,Ezekiel Kemboi,KEN,8:14.95
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,3,Brimin Kiprop Kipruto,KEN,8:15.30
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,4,Brahim Boulami,MAR,8:15.32
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,5,Simon Vroemen,NED,8:16.76
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,6,Antonio David Jiménez,ESP,8:17.69
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,7,Paul Kipsiele Koech,KEN,8:19.14
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,8,Bouabdellah Tahri,FRA,8:19.96
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,9,Musa Amer Obaid,QAT,8:20.22
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,10,Mustafa Mohamed,SWE,8:20.26
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,11,Luis Miguel Martín,ESP,8:22.13
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,12,Günther Weidlinger,AUT,8:22.84
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,13,Daniel Lincoln,USA,8:23.89
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,14,José Luis Blanco,ESP,8:24.62
3000 Metres Steeplechase men,10th IAAF World Championships in Athletics,15,Tareq Mubarak Taher,BRN,8:37.62
