event,event_name,position,athelete,country,mark
Discus Throw men,1st IAAF World Championships in Athletics,1,Imrich Bugár,TCH,67.72
Discus Throw men,1st IAAF World Championships in Athletics,2,Luis Delís,CUB,67.36
Discus Throw men,1st IAAF World Championships in Athletics,3,Gejza Valent,TCH,66.08
Discus Throw men,1st IAAF World Championships in Athletics,4,Ari Huumonen,FIN,65.44
Discus Throw men,1st IAAF World Championships in Athletics,5,Jürgen Schult,GDR,64.92
Discus Throw men,1st IAAF World Championships in Athletics,6,Georgiy Kolnootchenko,URS,64.74
Discus Throw men,1st IAAF World Championships in Athletics,7,Juan Martínez,CUB,64.26
Discus Throw men,1st IAAF World Championships in Athletics,8,Art Burns,USA,63.22
Discus Throw men,1st IAAF World Championships in Athletics,9,Knut Hjeltnes,NOR,62.26
Discus Throw men,1st IAAF World Championships in Athletics,10,Mac Wilkins,USA,61.46
Discus Throw men,1st IAAF World Championships in Athletics,11,Igor Duginyets,URS,60.44
Discus Throw men,1st IAAF World Championships in Athletics,12,Bradley Cooper,BAH,58.70
