event,event_name,position,athelete,country,mark
Pole Vault women,10th IAAF World Championships in Athletics,1,Elena Isinbaeva,RUS,5.01
Pole Vault women,10th IAAF World Championships in Athletics,2,Monika Pyrek,POL,4.60
Pole Vault women,10th IAAF World Championships in Athletics,3,Pavla Rybová,CZE,4.50
Pole Vault women,10th IAAF World Championships in Athletics,4,Tatyana Polnova,RUS,4.50
Pole Vault women,10th IAAF World Championships in Athletics,5,Shuying Gao,CHN,4.50
Pole Vault women,10th IAAF World Championships in Athletics,6,Dana Ellis,CAN,4.35
Pole Vault women,10th IAAF World Championships in Athletics,6,Anna Rogowska,POL,4.35
Pole Vault women,10th IAAF World Championships in Athletics,8,Vanessa Boslak,FRA,4.35
Pole Vault women,10th IAAF World Championships in Athletics,9,Naroa Agirre,ESP,4.35
Pole Vault women,10th IAAF World Championships in Athletics,10,Carolin Hingst,GER,4.35
Pole Vault women,10th IAAF World Championships in Athletics,11,Jillian Schwartz,USA,4.20
Pole Vault women,10th IAAF World Championships in Athletics,12,Tatiana Grigorieva,AUS,4.00
