event,event_name,position,athelete,country,mark
5000 Metres men,2nd IAAF World Championships in Athletics,1,Saïd Aouita,MAR,13:26.44
5000 Metres men,2nd IAAF World Championships in Athletics,2,Domingos Castro,POR,13:27.59
5000 Metres men,2nd IAAF World Championships in Athletics,3,Jack Buckner,GBR,13:27.74
5000 Metres men,2nd IAAF World Championships in Athletics,4,Pierre Délèze,SUI,13:28.06
5000 Metres men,2nd IAAF World Championships in Athletics,5,Vincent Rousseau,BEL,13:28.56
5000 Metres men,2nd IAAF World Championships in Athletics,6,Evgeni Ignatov,BUL,13:29.68
5000 Metres men,2nd IAAF World Championships in Athletics,7,Tim Hutchings,GBR,13:30.01
5000 Metres men,2nd IAAF World Championships in Athletics,8,Dionisio Castro,POR,13:30.94
5000 Metres men,2nd IAAF World Championships in Athletics,9,Frank O'Mara,IRL,13:32.04
5000 Metres men,2nd IAAF World Championships in Athletics,10,Steve Ovett,GBR,13:33.49
5000 Metres men,2nd IAAF World Championships in Athletics,11,Sydney Maree,USA,13:33.78
5000 Metres men,2nd IAAF World Championships in Athletics,12,John Ngugi,KEN,13:34.04
5000 Metres men,2nd IAAF World Championships in Athletics,13,John Treacy,IRL,13:41.03
5000 Metres men,2nd IAAF World Championships in Athletics,14,Abel Antón,ESP,13:43.58
5000 Metres men,2nd IAAF World Championships in Athletics,15,Carey Nelson,CAN,13:43.81
