event,event_name,position,athelete,country,mark
Marathon women,3rd IAAF World Championships in Athletics,1,Wanda Panfil,POL,2:29:53
Marathon women,3rd IAAF World Championships in Athletics,2,Sachiko Yamashita,JPN,2:29:57
Marathon women,3rd IAAF World Championships in Athletics,3,Katrin Dörre-Heinig,GER,2:30:10
Marathon women,3rd IAAF World Championships in Athletics,4,Yuko Arimori,JPN,2:31:08
Marathon women,3rd IAAF World Championships in Athletics,5,Maria Rebelo-Lelut,FRA,2:32:05
Marathon women,3rd IAAF World Championships in Athletics,6,Kamila Gradus,POL,2:32:09
Marathon women,3rd IAAF World Championships in Athletics,7,Maria Manuela Machado,POR,2:32:33
Marathon women,3rd IAAF World Championships in Athletics,8,Ramilya Burangulova,URS,2:33:00
Marathon women,3rd IAAF World Championships in Athletics,9,Iris Biba-Pöschl,GER,2:33:48
Marathon women,3rd IAAF World Championships in Athletics,10,Sally Ellis,GBR,2:35:09
Marathon women,3rd IAAF World Championships in Athletics,11,Sally Eastall,GBR,2:36:16
Marathon women,3rd IAAF World Championships in Athletics,12,Kumi Araki,JPN,2:38:27
Marathon women,3rd IAAF World Championships in Athletics,13,Joy Smith,USA,2:39:16
Marathon women,3rd IAAF World Championships in Athletics,14,Maria Trujillo,USA,2:39:28
Marathon women,3rd IAAF World Championships in Athletics,15,Fabiola Rueda-Oppliger,COL,2:41:51
Marathon women,3rd IAAF World Championships in Athletics,16,Sissel Grottenberg,NOR,2:43:11
Marathon women,3rd IAAF World Championships in Athletics,17,Franziska Moser-Rochat,SUI,2:44:07
Marathon women,3rd IAAF World Championships in Athletics,18,Pascaline Wangui,KEN,2:45:22
Marathon women,3rd IAAF World Championships in Athletics,19,Ena Guevara,PER,2:48:53
Marathon women,3rd IAAF World Championships in Athletics,20,Françoise Bonnet,FRA,2:48:57
Marathon women,3rd IAAF World Championships in Athletics,21,Cornelia Melis,ARU,2:58:18
Marathon women,3rd IAAF World Championships in Athletics,22,Yi-Lo Man,HKG,2:59:39
Marathon women,3rd IAAF World Championships in Athletics,23,Gina Coello,HON,2:59:54
Marathon women,3rd IAAF World Championships in Athletics,24,Graciela Caizabanda,ECU,3:00:03
