event,event_name,position,athelete,country,mark
Triple Jump women,9th IAAF World Championships in Athletics,1,Tatyana Lebedeva,RUS,15.18
Triple Jump women,9th IAAF World Championships in Athletics,2,Françoise Mbango Etone,CMR,15.05
Triple Jump women,9th IAAF World Championships in Athletics,3,Magdelín Martínez,ITA,14.90
Triple Jump women,9th IAAF World Championships in Athletics,4,Anna Pyatykh,RUS,14.72
Triple Jump women,9th IAAF World Championships in Athletics,5,Mabel Gay,CUB,14.52
Triple Jump women,9th IAAF World Championships in Athletics,6,Barbara Lah,ITA,14.38
Triple Jump women,9th IAAF World Championships in Athletics,7,Olena Hovorova,UKR,14.38
Triple Jump women,9th IAAF World Championships in Athletics,8,Chrysopigi Devetzi,GRE,14.34
Triple Jump women,9th IAAF World Championships in Athletics,9,Adelina Gavrila,ROU,14.29
Triple Jump women,9th IAAF World Championships in Athletics,10,Kéné Ndoye,SEN,14.29
Triple Jump women,9th IAAF World Championships in Athletics,11,Baya Rahouli,ALG,14.26
Triple Jump women,9th IAAF World Championships in Athletics,12,Ólga Vasdéki,GRE,14.08
Triple Jump women,9th IAAF World Championships in Athletics,13,Qiuyan Huang,CHN,13.98
Triple Jump women,9th IAAF World Championships in Athletics,14,Yelena Oleynikova,RUS,13.92
