event,event_name,position,athelete,country,mark
3000 Metres Steeplechase women,IAAF World Championships London 2017,1,Emma Coburn,USA,9:02.58  CR
3000 Metres Steeplechase women,IAAF World Championships London 2017,2,Courtney Frerichs,USA,9:03.77  PB
3000 Metres Steeplechase women,IAAF World Championships London 2017,3,Hyvin Kiyeng,KEN,9:04.03
3000 Metres Steeplechase women,IAAF World Championships London 2017,4,Beatrice Chepkoech,KEN,9:10.45
3000 Metres Steeplechase women,IAAF World Championships London 2017,5,Ruth Jebet,BRN,9:13.96
3000 Metres Steeplechase women,IAAF World Championships London 2017,6,Celliphine Chepteek Chespol,KEN,9:15.04
3000 Metres Steeplechase women,IAAF World Championships London 2017,7,Etenesh Diro,ETH,9:22.46
3000 Metres Steeplechase women,IAAF World Championships London 2017,8,Winfred Mutile Yavi,BRN,9:22.67  PB
3000 Metres Steeplechase women,IAAF World Championships London 2017,9,Gesa Felicitas Krause,GER,9:23.87
3000 Metres Steeplechase women,IAAF World Championships London 2017,10,Purity Kirui,KEN,9:25.62
3000 Metres Steeplechase women,IAAF World Championships London 2017,11,Belén Casetta,ARG,9:25.99  AR
3000 Metres Steeplechase women,IAAF World Championships London 2017,12,Genevieve Gregson,AUS,9:26.25  SB
3000 Metres Steeplechase women,IAAF World Championships London 2017,13,Geneviève Lalonde,CAN,9:29.99  NR
