event,event_name,position,athelete,country,mark
Shot Put women,10th IAAF World Championships in Athletics,1,Olga Ryabinkina,RUS,19.64
Shot Put women,10th IAAF World Championships in Athletics,2,Valerie ADAMS,NZL,19.62
Shot Put women,10th IAAF World Championships in Athletics,3,Nadine Kleinert,GER,19.07
Shot Put women,10th IAAF World Championships in Athletics,4,Yumileidi Cumbá,CUB,18.64
Shot Put women,10th IAAF World Championships in Athletics,5,Meiju Li,CHN,18.35
Shot Put women,10th IAAF World Championships in Athletics,6,Natallia Mikhnevich,BLR,18.34
Shot Put women,10th IAAF World Championships in Athletics,7,Christina SCHWANITZ,GER,18.02
Shot Put women,10th IAAF World Championships in Athletics,8,Misleydis González,CUB,18.01
Shot Put women,10th IAAF World Championships in Athletics,9,Lieja Koeman-Tunks,NED,17.83
Shot Put women,10th IAAF World Championships in Athletics,10,Assunta Legnante,ITA,16.99
