event,event_name,position,athelete,country,mark
5000 Metres men,4th IAAF World Championships in Athletics,1,Ismael Kirui,KEN,13:02.75  WJ
5000 Metres men,4th IAAF World Championships in Athletics,2,Haile Gebrselassie,ETH,13:03.17
5000 Metres men,4th IAAF World Championships in Athletics,3,Fita Bayisa,ETH,13:05.40
5000 Metres men,4th IAAF World Championships in Athletics,4,Worku Bikila,ETH,13:06.64
5000 Metres men,4th IAAF World Championships in Athletics,5,Khalid Skah,MAR,13:07.18
5000 Metres men,4th IAAF World Championships in Athletics,6,Brahim Jabbour,MAR,13:18.87
5000 Metres men,4th IAAF World Championships in Athletics,7,Aloÿs Nizigama,BDI,13:20.59
5000 Metres men,4th IAAF World Championships in Athletics,8,Paul Bitok,KEN,13:23.41
5000 Metres men,4th IAAF World Championships in Athletics,9,Robert Denmark,GBR,13:27.09
5000 Metres men,4th IAAF World Championships in Athletics,10,Mathias Ntawulikura,RWA,13:28.58
5000 Metres men,4th IAAF World Championships in Athletics,11,Abel Antón,ESP,13:40.21
5000 Metres men,4th IAAF World Championships in Athletics,12,Jonny Danielson,SWE,13:40.59
5000 Metres men,4th IAAF World Championships in Athletics,13,Zoltán Káldy,HUN,13:43.02
5000 Metres men,4th IAAF World Championships in Athletics,14,Michael Chesire,KEN,13:44.11
