event,event_name,position,athelete,country,mark
Triple Jump men,12th IAAF World Championships in Athletics,1,Phillips Idowu,GBR,17.73
Triple Jump men,12th IAAF World Championships in Athletics,2,Nelson ÉVORA,POR,17.55
Triple Jump men,12th IAAF World Championships in Athletics,3,Alexis COPELLO,CUB,17.36
Triple Jump men,12th IAAF World Championships in Athletics,4,Leevan Sands,BAH,17.32
Triple Jump men,12th IAAF World Championships in Athletics,5,Arnie David Girat,CUB,17.26
Triple Jump men,12th IAAF World Championships in Athletics,6,Yanxi Li,CHN,17.23
Triple Jump men,12th IAAF World Championships in Athletics,7,Igor Spasovkhodskiy,RUS,16.91
Triple Jump men,12th IAAF World Championships in Athletics,8,Jadel Gregório,BRA,16.89
Triple Jump men,12th IAAF World Championships in Athletics,9,Momchil Karailiev,BUL,16.82
Triple Jump men,12th IAAF World Championships in Athletics,10,Nathan DOUGLAS,GBR,16.79
Triple Jump men,12th IAAF World Championships in Athletics,11,Teddy Tamgho,FRA,16.79
Triple Jump men,12th IAAF World Championships in Athletics,12,Dmitrij Valukevic,SVK,16.54
