event,event_name,position,athelete,country,mark
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",1,Toshikazu YAMANISHI,JPN,1:26:34
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",2,Vasiliy MIZINOV,ANA,1:26:49
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",3,Perseus KARLSTRÖM,SWE,1:27:00
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",4,Christopher LINKE,GER,1:27:19
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",5,Salih KORKMAZ,TUR,1:27:35
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",6,Koki IKEDA,JPN,1:29:02
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",7,Tom BOSWORTH,GBR,1:29:34
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",8,Kaihua WANG,CHN,1:29:52
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",9,Jiaxing YIN,CHN,1:29:53
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",10,Eiki TAKAHASHI,JPN,1:30:04
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",11,Marius ŽIŪKAS,LTU,1:30:22
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",12,Érick Bernabé BARRONDO,GUA,1:30:40
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",13,Caio BONFIM,BRA,1:31:32
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",14,Massimo STANO,ITA,1:31:36
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",15,Dane BIRD-SMITH,AUS,1:32:11
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",16,Kevin CAMPION,FRA,1:32:16
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",17,Hagen POHLE,GER,1:32:20
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",18,Andrés CHOCHO,ECU,1:32:49
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",19,Georgiy SHEIKO,KAZ,1:32:53
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",20,Julio César SALAZAR,MEX,1:33:02
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",21,Byeongkwang CHOE,KOR,1:33:10
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",22,Álvaro MARTÍN,ESP,1:33:20
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",23,Brian Daniel PINTADO,ECU,1:33:48
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",24,Gabriel BORDIER,FRA,1:34:06
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",25,Matteo GIUPPONI,ITA,1:34:29
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",26,Miguel Ángel LÓPEZ,ESP,1:35:00
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",27,Irfan KOLOTHUM THODI,IND,1:35:21
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",28,Ivan LOSEV,UKR,1:35:42
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",29,Luis Henry CAMPOS,PER,1:37:20
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",30,Viktor SHUMIK,UKR,1:37:23
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",31,Alex WRIGHT,IRL,1:37:33
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",32,Dawid TOMALA,POL,1:38:15
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",33,Samuel Kireri GATHIMBA,KEN,1:40:45
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",34,Eduard ZABUZHENKO,UKR,1:41:04
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",35,Diego GARCÍA CARRERA,ESP,1:41:14
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",36,Devender Singh,IND,1:41:48
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",37,Hyunsub Kim,KOR,1:42:13
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",38,Wayne SNYMAN,RSA,1:43:57
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",39,Moacir Zimmermann,BRA,1:44:16
20 Kilometres Race Walk men,"IAAF World Athletics Championships, DOHA 2019",40,Aliaksandr LIAKHOVICH,BLR,1:44:25
