event,event_name,position,athelete,country,mark
5000 Metres men,8th IAAF World Championships,1,Richard Kipkemei Limo,KEN,13:00.77
5000 Metres men,8th IAAF World Championships,2,Million Wolde,ETH,13:03.47
5000 Metres men,8th IAAF World Championships,3,John Kemboi Kibowen,KEN,13:05.20
5000 Metres men,8th IAAF World Championships,4,Alberto García,ESP,13:05.60
5000 Metres men,8th IAAF World Championships,5,Ismaïl Sghyr,FRA,13:07.71
5000 Metres men,8th IAAF World Championships,6,Sammy Kipketer Cheruiyot,KEN,13:08.46
5000 Metres men,8th IAAF World Championships,7,Abiyote Abate,ETH,13:14.07
5000 Metres men,8th IAAF World Championships,8,Hailu Mekonnen,ETH,13:20.24
5000 Metres men,8th IAAF World Championships,9,Marius Bakken,NOR,13:22.07
5000 Metres men,8th IAAF World Championships,10,Adam Goucher,USA,13:24.00   SB
5000 Metres men,8th IAAF World Championships,11,Driss El Himer,FRA,13:28.14
5000 Metres men,8th IAAF World Championships,12,Mohammed Amyn,MAR,13:28.90
5000 Metres men,8th IAAF World Championships,13,Mohamed Saïd El Wardi,MAR,13:43.40
5000 Metres men,8th IAAF World Championships,14,Isaac Viciosa,ESP,14:01.32
