event,event_name,position,athelete,country,mark
"10,000 Metres women",14th IAAF World Championships,1,Tirunesh Dibaba,ETH,30:43.35
"10,000 Metres women",14th IAAF World Championships,2,Gladys Cherono Kiprono,KEN,30:45.17
"10,000 Metres women",14th IAAF World Championships,3,Belaynesh Oljira,ETH,30:46.98
"10,000 Metres women",14th IAAF World Championships,4,Emily Chebet Muge,KEN,30:47.02  PB
"10,000 Metres women",14th IAAF World Championships,5,Hitomi Niiya,JPN,30:56.70  PB
"10,000 Metres women",14th IAAF World Championships,6,Shitaye Eshete,BRN,31:13.79  SB
"10,000 Metres women",14th IAAF World Championships,7,Selly Chepyego Kaptich,KEN,31:22.11  PB
"10,000 Metres women",14th IAAF World Championships,8,Shalane Flanagan,USA,31:34.83
"10,000 Metres women",14th IAAF World Championships,9,Ababel Yeshaneh,ETH,32:02.09
"10,000 Metres women",14th IAAF World Championships,10,Christelle Daunay,FRA,32:04.44  SB
"10,000 Metres women",14th IAAF World Championships,11,Marisol Romero,MEX,32:16.36
"10,000 Metres women",14th IAAF World Championships,12,Jordan Hasay,USA,32:17.93
"10,000 Metres women",14th IAAF World Championships,13,Dulce Félix,POR,32:36.73
"10,000 Metres women",14th IAAF World Championships,14,Amy Cragg,USA,32:51.19
"10,000 Metres women",14th IAAF World Championships,15,Karolina Nadolska,POL,32:54.15
"10,000 Metres women",14th IAAF World Championships,16,Juliet Chekwel,UGA,32:57.02  NR
"10,000 Metres women",14th IAAF World Championships,17,Gulshat Fazlitdinova,RUS,33:31.49
