event,event_name,position,athelete,country,mark
Shot Put men,4th IAAF World Championships in Athletics,1,Werner Günthör,SUI,21.97
Shot Put men,4th IAAF World Championships in Athletics,2,Randy Barnes,USA,21.80
Shot Put men,4th IAAF World Championships in Athletics,3,Oleksandr Bagach,UKR,20.40
Shot Put men,4th IAAF World Championships in Athletics,4,Yevgeniy Palchikov,RUS,20.05
Shot Put men,4th IAAF World Championships in Athletics,5,Dragan Peric,SCG,19.95
Shot Put men,4th IAAF World Championships in Athletics,6,Gert Weil,CHI,19.95
Shot Put men,4th IAAF World Championships in Athletics,7,Oliver-Sven Buder,GER,19.74
Shot Put men,4th IAAF World Championships in Athletics,8,Jonny Reinhardt,GER,19.53
Shot Put men,4th IAAF World Championships in Athletics,9,Kevin Toth,USA,19.52
Shot Put men,4th IAAF World Championships in Athletics,10,Kent Larsson,SWE,19.12
Shot Put men,4th IAAF World Championships in Athletics,11,Manuel Martínez,ESP,19.03
