event,event_name,position,athelete,country,mark
5000 Metres women,14th IAAF World Championships,1,Meseret Defar,ETH,14:50.19
5000 Metres women,14th IAAF World Championships,2,Mercy Cherono,KEN,14:51.22
5000 Metres women,14th IAAF World Championships,3,Almaz Ayana,ETH,14:51.33
5000 Metres women,14th IAAF World Championships,4,Viola Jelagat Kibiwot,KEN,15:01.67
5000 Metres women,14th IAAF World Championships,5,Buze Diriba,ETH,15:05.38
5000 Metres women,14th IAAF World Championships,6,Molly Huddle,USA,15:05.73
5000 Metres women,14th IAAF World Championships,7,Shannon Rowbury,USA,15:06.10  SB
5000 Metres women,14th IAAF World Championships,8,Susan Krumins,NED,15:14.70
5000 Metres women,14th IAAF World Championships,9,Elena Nagovitsyna,RUS,15:24.83
5000 Metres women,14th IAAF World Championships,10,Dolores Checa,ESP,15:30.42
5000 Metres women,14th IAAF World Championships,11,Tejitu Daba,BRN,15:33.89
5000 Metres women,14th IAAF World Championships,12,Kim Conley,USA,15:36.58
5000 Metres women,14th IAAF World Championships,13,Karoline Bjerkeli Grøvdal,NOR,15:48.87
5000 Metres women,14th IAAF World Championships,14,Dominika Nowakowska,POL,15:58.26
5000 Metres women,14th IAAF World Championships,15,Jackie Areson,AUS,16:08.32
