event,event_name,position,athelete,country,mark
Hammer Throw men,"World Athletics Championships, Oregon 2022",1,Paweł FAJDEK,POL,81.98
Hammer Throw men,"World Athletics Championships, Oregon 2022",2,Wojciech NOWICKI,POL,81.03
Hammer Throw men,"World Athletics Championships, Oregon 2022",3,Eivind HENRIKSEN,NOR,80.87
Hammer Throw men,"World Athletics Championships, Oregon 2022",4,Quentin BIGOT,FRA,80.24
Hammer Throw men,"World Athletics Championships, Oregon 2022",5,Bence HALÁSZ,HUN,80.15
Hammer Throw men,"World Athletics Championships, Oregon 2022",6,Rudy WINKLER,USA,78.99
Hammer Throw men,"World Athletics Championships, Oregon 2022",7,Mykhaylo KOKHAN,UKR,78.83
Hammer Throw men,"World Athletics Championships, Oregon 2022",8,Daniel HAUGH,USA,78.10
Hammer Throw men,"World Athletics Championships, Oregon 2022",9,Christos FRANTZESKAKIS,GRE,77.04
Hammer Throw men,"World Athletics Championships, Oregon 2022",10,Humberto MANSILLA,CHI,73.91
Hammer Throw men,"World Athletics Championships, Oregon 2022",11,Nick MILLER,GBR,73.74
Hammer Throw men,"World Athletics Championships, Oregon 2022",12,Alex YOUNG,USA,73.60
