event,event_name,position,athelete,country,mark
1500 Metres women,1st IAAF World Championships in Athletics,1,Mary Slaney,USA,4:00.90
1500 Metres women,1st IAAF World Championships in Athletics,2,Zamira Zaitseva,URS,4:01.19
1500 Metres women,1st IAAF World Championships in Athletics,3,Yekaterina Podkopayeva,URS,4:02.25
1500 Metres women,1st IAAF World Championships in Athletics,4,Ravilya Agletdinova-Kotovich,URS,4:02.67
1500 Metres women,1st IAAF World Championships in Athletics,5,Wendy Sly,GBR,4:04.14
1500 Metres women,1st IAAF World Championships in Athletics,6,Doina Melinte,ROU,4:04.42
1500 Metres women,1st IAAF World Championships in Athletics,7,Gabriella Dorio,ITA,4:04.73
1500 Metres women,1st IAAF World Championships in Athletics,8,Brit Lind-Petersen-McRoberts,CAN,4:05.73
1500 Metres women,1st IAAF World Championships in Athletics,9,Christina Boxer-Cahill,GBR,4:06.74
1500 Metres women,1st IAAF World Championships in Athletics,10,Cornelia Bürki,SUI,4:11.61
1500 Metres women,1st IAAF World Championships in Athletics,11,Ivana Kubesova,TCH,4:15.12
1500 Metres women,1st IAAF World Championships in Athletics,12,Maria Radu,ROU,4:19.03
