event,event_name,position,athelete,country,mark
Marathon women,14th IAAF World Championships,1,Edna Ngeringwony Kiplagat,KEN,2:25:44
Marathon women,14th IAAF World Championships,2,Valeria STRANEO,ITA,2:25:58  SB
Marathon women,14th IAAF World Championships,3,Kayoko Fukushi,JPN,2:27:45
Marathon women,14th IAAF World Championships,4,Ryoko Kizaki,JPN,2:31:28
Marathon women,14th IAAF World Championships,5,Alessandra Aguilar,ESP,2:32:38
Marathon women,14th IAAF World Championships,6,Emma Quaglia,ITA,2:34:16  SB
Marathon women,14th IAAF World Championships,7,Madaí Pérez,MEX,2:34:23  SB
Marathon women,14th IAAF World Championships,8,Hye-Gyong Kim,PRK,2:35:49
Marathon women,14th IAAF World Championships,9,Deena Kastor,USA,2:36:12  SB
Marathon women,14th IAAF World Championships,10,Susan Partridge,GBR,2:36:24
Marathon women,14th IAAF World Championships,11,Jessica Trengove,AUS,2:37:11  SB
Marathon women,14th IAAF World Championships,12,Diana Maciusonyte,LTU,2:37:48
Marathon women,14th IAAF World Championships,13,Aberu Kebede,ETH,2:38:04
Marathon women,14th IAAF World Championships,14,Hye-Song Kim,PRK,2:38:28
Marathon women,14th IAAF World Championships,15,Lishan Dula,BRN,2:38:47  SB
Marathon women,14th IAAF World Championships,16,Sonia Samuels,GBR,2:39:03  SB
Marathon women,14th IAAF World Championships,17,Yong-Sun Sin,PRK,2:39:22
Marathon women,14th IAAF World Championships,18,Dorothy McMahan,USA,2:39:52  SB
Marathon women,14th IAAF World Championships,19,Changqin Ding,CHN,2:40:13
Marathon women,14th IAAF World Championships,20,Zivilé Balciünaité,LTU,2:41:09  SB
Marathon women,14th IAAF World Championships,21,Albina Mayorova,RUS,2:41:19
Marathon women,14th IAAF World Championships,22,Nadezdha Leonteva,RUS,2:42:49
Marathon women,14th IAAF World Championships,23,Jeannette Faber,USA,2:44:03  SB
Marathon women,14th IAAF World Championships,24,Lucy Wangui Kabuu,KEN,2:44:06  SB
Marathon women,14th IAAF World Championships,25,Alina Armas,NAM,2:45:09
Marathon women,14th IAAF World Championships,26,Alevtina Biktimirova,RUS,2:45:11
Marathon women,14th IAAF World Championships,27,Tatyana Aryasova,RUS,2:45:27
Marathon women,14th IAAF World Championships,28,Xiaojie Wei,CHN,2:46:46
Marathon women,14th IAAF World Championships,29,Kalliópi Astropekáki,GRE,2:47:12
Marathon women,14th IAAF World Championships,30,Remalda Kergytè,LTU,2:47:30
Marathon women,14th IAAF World Championships,31,Kateryna Karmanenko,UKR,2:48:18  SB
Marathon women,14th IAAF World Championships,32,Seongeun Kim,KOR,2:48:46
Marathon women,14th IAAF World Championships,33,Carmen Oliveras,FRA,2:48:58
Marathon women,14th IAAF World Championships,34,Mojie Cao,CHN,2:49:15
Marathon women,14th IAAF World Championships,35,Renate Wyss,SUI,2:50:41
Marathon women,14th IAAF World Championships,36,Karina Córdoba,ARG,2:51:07  SB
Marathon women,14th IAAF World Championships,37,Mary Davies,NZL,2:51:24  SB
Marathon women,14th IAAF World Championships,38,Iuliia ANDREEVA,KGZ,2:53:16
Marathon women,14th IAAF World Championships,39,Erika ABRIL,COL,2:55:13
Marathon women,14th IAAF World Championships,40,Lauren Shelley,AUS,2:55:40  SB
Marathon women,14th IAAF World Championships,41,Karina Neipán,ARG,2:56:02  SB
Marathon women,14th IAAF World Championships,42,Tanith Maxwell,RSA,2:56:37  SB
Marathon women,14th IAAF World Championships,43,Zuleima Amaya,VEN,2:58:22
Marathon women,14th IAAF World Championships,44,Lanni MARCHANT,CAN,3:01:54  SB
Marathon women,14th IAAF World Championships,45,Nicole Chapple,AUS,3:05:49
Marathon women,14th IAAF World Championships,46,Daneja Grandovec,SLO,3:10:46  SB
