event,event_name,position,athelete,country,mark
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",1,Malaika Mihambo,GER,7.30
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",2,Maryna Bekh-Romanchuk,UKR,6.92
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",3,Ese Brume,NGR,6.91
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",4,Tori Bowie,USA,6.81
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",5,Nastassia Mironchyk-Ivanova,BLR,6.76
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",6,Alina Rotaru,ROU,6.71
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",7,Abigail Irozuru,GBR,6.64
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",8,Chanice Porter,JAM,6.56
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",9,Sha'keela Saunders,USA,6.54
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",10,Brooke Stratton,AUS,6.46
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",11,Shara Proctor,GBR,6.43
Long Jump women,"IAAF World Athletics Championships, DOHA 2019",12,Anasztázia Nguyen,HUN,6.26
