event,event_name,position,athelete,country,mark
Discus Throw women,13th IAAF World Championships in Athletics,1,Yanfeng Li,CHN,66.52
Discus Throw women,13th IAAF World Championships in Athletics,2,Nadine Müller,GER,65.97
Discus Throw women,13th IAAF World Championships in Athletics,3,Yarelys Barrios,CUB,65.73
Discus Throw women,13th IAAF World Championships in Athletics,4,Zaneta Glanc,POL,63.91
Discus Throw women,13th IAAF World Championships in Athletics,5,Stephanie Brown Trafton,USA,63.85
Discus Throw women,13th IAAF World Championships in Athletics,6,Jian Tan,CHN,62.96
Discus Throw women,13th IAAF World Championships in Athletics,7,Dragana Tomašević,SRB,62.48
Discus Throw women,13th IAAF World Championships in Athletics,8,Nicoleta Grasu,ROU,62.08
Discus Throw women,13th IAAF World Championships in Athletics,9,Denia Caballero,CUB,60.73
Discus Throw women,13th IAAF World Championships in Athletics,10,Dani Stevens,AUS,59.14
Discus Throw women,13th IAAF World Championships in Athletics,11,Zinaida Sendriute,LTU,57.30
