event,event_name,position,athelete,country,mark
Hammer Throw men,7th IAAF World Championships in Athletics,1,Karsten Kobs,GER,80.24
Hammer Throw men,7th IAAF World Championships in Athletics,2,Zsolt Németh,HUN,79.05
Hammer Throw men,7th IAAF World Championships in Athletics,3,Vladyslav Piskunov,UKR,79.03
Hammer Throw men,7th IAAF World Championships in Athletics,4,Tibor Gécsek,HUN,78.95
Hammer Throw men,7th IAAF World Championships in Athletics,5,Andriy Skvaruk,UKR,78.80
Hammer Throw men,7th IAAF World Championships in Athletics,6,Christos Polychroniou,GRE,78.31
Hammer Throw men,7th IAAF World Championships in Athletics,7,Nicola Vizzoni,ITA,78.31
Hammer Throw men,7th IAAF World Championships in Athletics,8,Vadim Khersontsev,RUS,76.96
Hammer Throw men,7th IAAF World Championships in Athletics,9,Igor Astapkovich,BLR,76.02
Hammer Throw men,7th IAAF World Championships in Athletics,10,Ilya Konovalov,RUS,75.63
Hammer Throw men,7th IAAF World Championships in Athletics,11,Olli-Pekka Karjalainen,FIN,75.59
Hammer Throw men,7th IAAF World Championships in Athletics,12,Vladimír Maška,CZE,75.26
