event,event_name,position,athelete,country,mark
Shot Put women,2nd IAAF World Championships in Athletics,1,Natalya Lisovskaya,URS,21.24
Shot Put women,2nd IAAF World Championships in Athletics,2,Kathrin Neimke,GDR,21.21
Shot Put women,2nd IAAF World Championships in Athletics,3,Ines Müller,GDR,20.76
Shot Put women,2nd IAAF World Championships in Athletics,4,Claudia Losch,FRG,20.73
Shot Put women,2nd IAAF World Championships in Athletics,5,Natalya Akhrimenko,URS,20.68
Shot Put women,2nd IAAF World Championships in Athletics,6,Heike Hartwig,GDR,20.63
Shot Put women,2nd IAAF World Championships in Athletics,7,Meisu Li,CHN,20.43
Shot Put women,2nd IAAF World Championships in Athletics,8,Helena Fibingerová,TCH,20.29
Shot Put women,2nd IAAF World Championships in Athletics,9,Svetla Mitkova-Sinirtas,BUL,19.37
Shot Put women,2nd IAAF World Championships in Athletics,10,Stephanie Storp,FRG,19.36
Shot Put women,2nd IAAF World Championships in Athletics,11,Zhihong Huang,CHN,19.35
Shot Put women,2nd IAAF World Championships in Athletics,12,Iris Plotzitzka,FRG,19.19
Shot Put women,2nd IAAF World Championships in Athletics,13,Sona Vašícková,TCH,18.71
