event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,15th IAAF World Championships,1,Ezekiel Kemboi,KEN,8:11.28
3000 Metres Steeplechase men,15th IAAF World Championships,2,Conseslus Kipruto,KEN,8:12.38
3000 Metres Steeplechase men,15th IAAF World Championships,3,Brimin Kiprop Kipruto,KEN,8:12.54
3000 Metres Steeplechase men,15th IAAF World Championships,4,Jairus Kipchoge Birech,KEN,8:12.62
3000 Metres Steeplechase men,15th IAAF World Championships,5,Daniel Huling,USA,8:14.39
3000 Metres Steeplechase men,15th IAAF World Championships,6,Evan Jager,USA,8:15.47
3000 Metres Steeplechase men,15th IAAF World Championships,7,Brahim Taleb,MAR,8:17.73
3000 Metres Steeplechase men,15th IAAF World Championships,8,Matthew Hughes,CAN,8:18.63  SB
3000 Metres Steeplechase men,15th IAAF World Championships,9,Krystian Zalewski,POL,8:21.22  SB
3000 Metres Steeplechase men,15th IAAF World Championships,10,Donald Cabral,USA,8:24.94
3000 Metres Steeplechase men,15th IAAF World Championships,11,Hamid Ezzine,MAR,8:25.72
3000 Metres Steeplechase men,15th IAAF World Championships,12,Hailemariyam Amare,ETH,8:26.19
3000 Metres Steeplechase men,15th IAAF World Championships,13,Bilal Tabti,ALG,8:29.04
3000 Metres Steeplechase men,15th IAAF World Championships,14,Hichem Bouchicha,ALG,8:33.79
3000 Metres Steeplechase men,15th IAAF World Championships,15,Tolosa Nurgi,ETH,8:44.81
