event,event_name,position,athelete,country,mark
Javelin Throw women,12th IAAF World Championships in Athletics,1,Steffi Nerius,GER,67.30
Javelin Throw women,12th IAAF World Championships in Athletics,2,Barbora ŠPOTÁKOVÁ,CZE,66.42
Javelin Throw women,12th IAAF World Championships in Athletics,3,Monica Stoian,ROU,64.51
Javelin Throw women,12th IAAF World Championships in Athletics,4,Christina OBERGFÖLL,GER,64.34
Javelin Throw women,12th IAAF World Championships in Athletics,5,Linda STAHL,GER,63.23
Javelin Throw women,12th IAAF World Championships in Athletics,6,Olisdeilys Menéndez,CUB,63.11
Javelin Throw women,12th IAAF World Championships in Athletics,7,Sávva Líka,GRE,60.29
Javelin Throw women,12th IAAF World Championships in Athletics,8,Vera Markaryan,UKR,58.25
Javelin Throw women,12th IAAF World Championships in Athletics,9,Maria Nicoleta Negoita,ROU,57.65
Javelin Throw women,12th IAAF World Championships in Athletics,10,Martina RATEJ,SLO,57.57
Javelin Throw women,12th IAAF World Championships in Athletics,11,Rachel Yurkovich,USA,51.15
