event,event_name,position,athelete,country,mark
Triple Jump men,IAAF World Championships London 2017,1,Christian Taylor,USA,17.68
Triple Jump men,IAAF World Championships London 2017,2,Will Claye,USA,17.63
Triple Jump men,IAAF World Championships London 2017,3,Nelson Évora,POR,17.19
Triple Jump men,IAAF World Championships London 2017,4,Cristian Nápoles,CUB,17.16
Triple Jump men,IAAF World Championships London 2017,5,Alexis Copello,AZE,17.16
Triple Jump men,IAAF World Championships London 2017,6,Chris Benard,USA,17.16
Triple Jump men,IAAF World Championships London 2017,7,Andy Díaz,CUB,17.13
Triple Jump men,IAAF World Championships London 2017,8,Jean-Marc Pontvianne,FRA,16.79
Triple Jump men,IAAF World Championships London 2017,9,Ruiting Wu,CHN,16.66
Triple Jump men,IAAF World Championships London 2017,10,Pablo Torrijos,ESP,16.60
Triple Jump men,IAAF World Championships London 2017,11,Yordanys Duranona Garcia,DMA,16.42
Triple Jump men,IAAF World Championships London 2017,12,Lázaro Martínez,CUB,16.25
