event,event_name,position,athelete,country,mark
Triple Jump men,"World Athletics Championships, Oregon 2022",1,Pedro PICHARDO,POR,17.95
Triple Jump men,"World Athletics Championships, Oregon 2022",2,Hugues Fabrice ZANGO,BUR,17.55
Triple Jump men,"World Athletics Championships, Oregon 2022",3,Yaming ZHU,CHN,17.31
Triple Jump men,"World Athletics Championships, Oregon 2022",4,Andrea DALLAVALLE,ITA,17.25
Triple Jump men,"World Athletics Championships, Oregon 2022",5,Emanuel IHEMEJE,ITA,17.17
Triple Jump men,"World Athletics Championships, Oregon 2022",6,Donald SCOTT,USA,17.14
Triple Jump men,"World Athletics Championships, Oregon 2022",7,Almir DOS SANTOS,BRA,16.87
Triple Jump men,"World Athletics Championships, Oregon 2022",8,Jean-Marc PONTVIANNE,FRA,16.86
Triple Jump men,"World Athletics Championships, Oregon 2022",9,Eldhose PAUL,IND,16.79
Triple Jump men,"World Athletics Championships, Oregon 2022",10,Tiago PEREIRA,POR,16.69
Triple Jump men,"World Athletics Championships, Oregon 2022",11,Will CLAYE,USA,16.54
