event,event_name,position,athelete,country,mark
Discus Throw men,12th IAAF World Championships in Athletics,1,Robert Harting,GER,69.43
Discus Throw men,12th IAAF World Championships in Athletics,2,Piotr Małachowski,POL,69.15
Discus Throw men,12th IAAF World Championships in Athletics,3,Gerd Kanter,EST,66.88
Discus Throw men,12th IAAF World Championships in Athletics,4,Virgilijus Alekna,LTU,66.36
Discus Throw men,12th IAAF World Championships in Athletics,5,Casey Malone,USA,66.06
Discus Throw men,12th IAAF World Championships in Athletics,6,Zoltán Kövágó,HUN,65.17
Discus Throw men,12th IAAF World Championships in Athletics,7,Bogdan Pishchalnikov,RUS,65.02
Discus Throw men,12th IAAF World Championships in Athletics,8,Gerhard Mayer,AUT,63.17
Discus Throw men,12th IAAF World Championships in Athletics,9,Omar Ahmed El Ghazaly,EGY,62.83
Discus Throw men,12th IAAF World Championships in Athletics,10,Mario Pestano,ESP,62.76
Discus Throw men,12th IAAF World Championships in Athletics,11,Jarred Rome,USA,62.47
Discus Throw men,12th IAAF World Championships in Athletics,12,Frantz Kruger,FIN,59.77
