event,event_name,position,athelete,country,mark
Discus Throw men,8th IAAF World Championships,1,Lars Riedel,GER,69.72
Discus Throw men,8th IAAF World Championships,2,Virgilijus Alekna,LTU,69.40
Discus Throw men,8th IAAF World Championships,3,Michael Möllenbeck,GER,67.61
Discus Throw men,8th IAAF World Championships,4,Dmitriy Shevchenko,RUS,67.57
Discus Throw men,8th IAAF World Championships,5,Adam Setliff,USA,66.55
Discus Throw men,8th IAAF World Championships,6,Vasili Kaptyukh,BLR,66.25
Discus Throw men,8th IAAF World Championships,7,Roland Varga,HUN,65.86
Discus Throw men,8th IAAF World Championships,8,Frantz KRUGER,RSA,65.27
Discus Throw men,8th IAAF World Championships,9,Jason Tunks,CAN,63.79
Discus Throw men,8th IAAF World Championships,10,Timo Tompuri,FIN,62.82
Discus Throw men,8th IAAF World Championships,11,Igor Primc,SLO,62.36
Discus Throw men,8th IAAF World Championships,12,Einar Kristian Tveitå,NOR,59.11
