event,event_name,position,athelete,country,mark
Long Jump women,10th IAAF World Championships in Athletics,1,Tianna Bartoletta,USA,6.89
Long Jump women,10th IAAF World Championships in Athletics,2,Eunice Barber,FRA,6.76
Long Jump women,10th IAAF World Championships in Athletics,3,Yargeris Savigne,CUB,6.69
Long Jump women,10th IAAF World Championships in Athletics,4,Anju Bobby George,IND,6.66
Long Jump women,10th IAAF World Championships in Athletics,5,Oksana Udmurtova,RUS,6.53
Long Jump women,10th IAAF World Championships in Athletics,6,Grace Upshaw,USA,6.51
Long Jump women,10th IAAF World Championships in Athletics,7,Kelly Sotherton,GBR,6.42
Long Jump women,10th IAAF World Championships in Athletics,8,Jackie Edwards,BAH,6.42
Long Jump women,10th IAAF World Championships in Athletics,9,Tünde Vaszi,HUN,6.32
Long Jump women,10th IAAF World Championships in Athletics,10,Concepción Montaner,ESP,6.32
Long Jump women,10th IAAF World Championships in Athletics,11,Elva Goulbourne,JAM,6.21
