event,event_name,position,athelete,country,mark
5000 Metres men,12th IAAF World Championships in Athletics,1,Kenenisa Bekele,ETH,13:17.09
5000 Metres men,12th IAAF World Championships in Athletics,2,Bernard Lagat,USA,13:17.33
5000 Metres men,12th IAAF World Championships in Athletics,3,James Kwalia C'Kurui,QAT,13:17.78
5000 Metres men,12th IAAF World Championships in Athletics,4,Moses Ndiema Kipsiro,UGA,13:18.11  SB
5000 Metres men,12th IAAF World Championships in Athletics,5,Eliud Kipchoge,KEN,13:18.95
5000 Metres men,12th IAAF World Championships in Athletics,6,Ali Abdosh,ETH,13:19.11
5000 Metres men,12th IAAF World Championships in Athletics,7,Mo Farah,GBR,13:19.69
5000 Metres men,12th IAAF World Championships in Athletics,8,Matthew Tegenkamp,USA,13:20.23
5000 Metres men,12th IAAF World Championships in Athletics,9,Vincent Kiprop Chepkok,KEN,13:21.31
5000 Metres men,12th IAAF World Championships in Athletics,10,Jesús España,ESP,13:22.07
5000 Metres men,12th IAAF World Championships in Athletics,11,Chakir Boujattaoui,MAR,13:23.05
5000 Metres men,12th IAAF World Championships in Athletics,12,Chris Solinsky,USA,13:25.87
5000 Metres men,12th IAAF World Championships in Athletics,13,Joseph Ebuya,KEN,13:39.59
5000 Metres men,12th IAAF World Championships in Athletics,14,Anis Selmouni,MAR,13:44.59
5000 Metres men,12th IAAF World Championships in Athletics,15,Teklemariam Medhin,ERI,13:44.65
5000 Metres men,12th IAAF World Championships in Athletics,16,Collis Birmingham,AUS,13:55.58
