event,event_name,position,athelete,country,mark
"10,000 Metres women",5th IAAF World Championships in Athletics,1,Fernanda Ribeiro,POR,31:04.99
"10,000 Metres women",5th IAAF World Championships in Athletics,2,Derartu Tulu,ETH,31:08.10
"10,000 Metres women",5th IAAF World Championships in Athletics,3,Tegla Loroupe,KEN,31:17.66
"10,000 Metres women",5th IAAF World Championships in Athletics,4,Maria Guida,ITA,31:27.82
"10,000 Metres women",5th IAAF World Championships in Athletics,5,Elana Meyer,RSA,31:31.96
"10,000 Metres women",5th IAAF World Championships in Athletics,6,Liz McColgan-Nuttall,GBR,31:40.14
"10,000 Metres women",5th IAAF World Championships in Athletics,7,Alla Zhilyaeva,RUS,31:52.15
"10,000 Metres women",5th IAAF World Championships in Athletics,8,Hiromi Suzuki,JPN,31:54.01
"10,000 Metres women",5th IAAF World Championships in Athletics,9,Annemari Sandell-Hyvärinen,FIN,31:54.29
"10,000 Metres women",5th IAAF World Championships in Athletics,10,Kathrin Wessel,GER,31:55.04
"10,000 Metres women",5th IAAF World Championships in Athletics,11,Lieve Slegers,BEL,32:10.59
"10,000 Metres women",5th IAAF World Championships in Athletics,12,Lynn Jennings,USA,32:12.82
"10,000 Metres women",5th IAAF World Championships in Athletics,13,Conceição Ferreira,POR,32:14.69
"10,000 Metres women",5th IAAF World Championships in Athletics,14,Anne Marie Letko-Lauck,USA,32:22.54
"10,000 Metres women",5th IAAF World Championships in Athletics,15,Jill Hunter,GBR,32:24.93
"10,000 Metres women",5th IAAF World Championships in Athletics,16,Junko Kataoka,JPN,32:45.43
"10,000 Metres women",5th IAAF World Championships in Athletics,17,Marleen Renders,BEL,32:47.46
"10,000 Metres women",5th IAAF World Championships in Athletics,18,Gete Wami,ETH,32:56.94
