event,event_name,position,athelete,country,mark
Javelin Throw men,14th IAAF World Championships,1,Vítězslav Veselý,CZE,87.17
Javelin Throw men,14th IAAF World Championships,2,Tero Pitkämäki,FIN,87.07
Javelin Throw men,14th IAAF World Championships,3,Dmitri Tarabin,RUS,86.23
Javelin Throw men,14th IAAF World Championships,4,Julius Yego,KEN,85.40
Javelin Throw men,14th IAAF World Championships,5,Antti Ruuskanen,FIN,81.44
Javelin Throw men,14th IAAF World Championships,6,Andreas Thorkildsen,NOR,81.06
Javelin Throw men,14th IAAF World Championships,7,Ihab Abdelrahman,EGY,80.94
Javelin Throw men,14th IAAF World Championships,8,Risto Mätas,EST,80.03
Javelin Throw men,14th IAAF World Championships,9,Stuart Farquhar,NZL,79.24
Javelin Throw men,14th IAAF World Championships,10,Kim Amb,SWE,78.91
Javelin Throw men,14th IAAF World Championships,11,Ivan Zaytsev,UZB,78.33
