event,event_name,position,athelete,country,mark
High Jump men,1st IAAF World Championships in Athletics,1,Gennadiy Avdeyenko,URS,2.32
High Jump men,1st IAAF World Championships in Athletics,2,Tyke Peacock,USA,2.32
High Jump men,1st IAAF World Championships in Athletics,3,Jianhua Zhu,CHN,2.29
High Jump men,1st IAAF World Championships in Athletics,4,Dietmar Mögenburg,FRG,2.29
High Jump men,1st IAAF World Championships in Athletics,4,Igor Paklin,URS,2.29
High Jump men,1st IAAF World Championships in Athletics,6,Dwight Stones,USA,2.29
High Jump men,1st IAAF World Championships in Athletics,7,Carlo Thränhardt,FRG,2.26
High Jump men,1st IAAF World Championships in Athletics,8,Valeriy Sereda,URS,2.26
High Jump men,1st IAAF World Championships in Athletics,9,Milton Ottey,CAN,2.26
High Jump men,1st IAAF World Championships in Athletics,10,Luca Toso,ITA,2.26
High Jump men,1st IAAF World Championships in Athletics,11,Patrik Sjöberg,SWE,2.23
High Jump men,1st IAAF World Championships in Athletics,12,Leo Williams,USA,2.23
High Jump men,1st IAAF World Championships in Athletics,13,Jacek Wszola,POL,2.23
High Jump men,1st IAAF World Championships in Athletics,14,Eddy Annys,BEL,2.19
High Jump men,1st IAAF World Championships in Athletics,15,Francisco Centelles,CUB,2.19
High Jump men,1st IAAF World Championships in Athletics,16,Paul Frommeyer,FRG,2.19
High Jump men,1st IAAF World Championships in Athletics,17,Sorin Matei,ROU,2.15
