event,event_name,position,athelete,country,mark
"10,000 Metres men",11th IAAF World Championships in Athletics,1,Kenenisa BEKELE,ETH,27:05.90  SB
"10,000 Metres men",11th IAAF World Championships in Athletics,2,Sileshi Sihine,ETH,27:09.03
"10,000 Metres men",11th IAAF World Championships in Athletics,3,Martin Irungu Mathathi,KEN,27:12.17
"10,000 Metres men",11th IAAF World Championships in Athletics,4,Zersenay Tadese,ERI,27:21.37
"10,000 Metres men",11th IAAF World Championships in Athletics,5,Josphat Muchiri Ndambiri,KEN,27:31.41
"10,000 Metres men",11th IAAF World Championships in Athletics,6,Gebregziabher Gebremariam,ETH,27:44.58
"10,000 Metres men",11th IAAF World Championships in Athletics,7,Abdi ABDIRAHMAN,USA,27:56.62
"10,000 Metres men",11th IAAF World Championships in Athletics,8,Josphat Kiprono Menjo,KEN,28:25.67
"10,000 Metres men",11th IAAF World Championships in Athletics,9,Dathan Ritzenhein,USA,28:28.59  SB
"10,000 Metres men",11th IAAF World Championships in Athletics,10,Boniface Toroitich Kiprop,UGA,28:30.99
"10,000 Metres men",11th IAAF World Championships in Athletics,11,Galen RUPP,USA,28:41.71
"10,000 Metres men",11th IAAF World Championships in Athletics,12,Kensuke Takezawa,JPN,28:51.69
"10,000 Metres men",11th IAAF World Championships in Athletics,13,Tadese Tola,ETH,28:51.75
"10,000 Metres men",11th IAAF World Championships in Athletics,14,Alejandro Suárez,MEX,28:52.19
"10,000 Metres men",11th IAAF World Championships in Athletics,15,Wilson Kipkemei Busienei,UGA,29:24.72  SB
"10,000 Metres men",11th IAAF World Championships in Athletics,16,Dickson Marwa,TAN,29:25.91
"10,000 Metres men",11th IAAF World Championships in Athletics,17,Kazuhiro Maeda,JPN,29:48.17
"10,000 Metres men",11th IAAF World Championships in Athletics,18,Michael Aish,NZL,30:34.16
