event,event_name,position,athelete,country,mark
1500 Metres women,9th IAAF World Championships in Athletics,1,Tatyana Tomashova,RUS,3:58.52  CR
1500 Metres women,9th IAAF World Championships in Athletics,2,Süreyya Ayhan,TUR,3:59.04
1500 Metres women,9th IAAF World Championships in Athletics,3,Hayley Parry-Tullett,GBR,3:59.95  PB
1500 Metres women,9th IAAF World Championships in Athletics,4,Yekaterina Rozenberg,RUS,4:00.59
1500 Metres women,9th IAAF World Championships in Athletics,5,Jackline Maranga,KEN,4:01.64  SB
1500 Metres women,9th IAAF World Championships in Athletics,6,Naomi Wanjiku Mugo,KEN,4:02.33  SB
1500 Metres women,9th IAAF World Championships in Athletics,7,Daniela Yordanova,BUL,4:02.34  SB
1500 Metres women,9th IAAF World Championships in Athletics,8,Yelena Zadorozhnaya,RUS,4:02.46
1500 Metres women,9th IAAF World Championships in Athletics,9,Maria Cioncan,ROU,4:02.80  SB
1500 Metres women,9th IAAF World Championships in Athletics,10,Joanne Pavey,GBR,4:03.03
1500 Metres women,9th IAAF World Championships in Athletics,11,Nelya Neporadna,UKR,4:04.44
1500 Metres women,9th IAAF World Championships in Athletics,12,Jolanda Batagelj,SLO,4:14.18
