event,event_name,position,athelete,country,mark
Pole Vault men,14th IAAF World Championships,1,Raphael Holzdeppe,GER,5.89
Pole Vault men,14th IAAF World Championships,2,Renaud Lavillenie,FRA,5.89
Pole Vault men,14th IAAF World Championships,3,Björn Otto,GER,5.82
Pole Vault men,14th IAAF World Championships,4,Brad Walker,USA,5.82
Pole Vault men,14th IAAF World Championships,5,Malte Mohr,GER,5.82
Pole Vault men,14th IAAF World Championships,6,Seito Yamamoto,JPN,5.75
Pole Vault men,14th IAAF World Championships,7,Jan Kudlicka,CZE,5.75
Pole Vault men,14th IAAF World Championships,8,Sergey Kucheryanu,RUS,5.65
Pole Vault men,14th IAAF World Championships,9,Alhaji Jeng,SWE,5.65
Pole Vault men,14th IAAF World Championships,10,Konstantinos Filippidis,GRE,5.65
Pole Vault men,14th IAAF World Championships,11,Augusto Dutra,BRA,5.65
Pole Vault men,14th IAAF World Championships,12,Changrui Xue,CHN,5.50
