event,event_name,position,athelete,country,mark
Hammer Throw men,11th IAAF World Championships in Athletics,1,Ivan Tikhon,BLR,83.63
Hammer Throw men,11th IAAF World Championships in Athletics,2,Primož Kozmus,SLO,82.29
Hammer Throw men,11th IAAF World Championships in Athletics,3,Libor Charfreitag,SVK,81.60
Hammer Throw men,11th IAAF World Championships in Athletics,4,Vadim Devyatovskiy,BLR,81.57
Hammer Throw men,11th IAAF World Championships in Athletics,5,Krisztián Pars,HUN,80.93
Hammer Throw men,11th IAAF World Championships in Athletics,6,Koji Murofushi,JPN,80.46
Hammer Throw men,11th IAAF World Championships in Athletics,7,Szymon Ziólkowski,POL,80.09
Hammer Throw men,11th IAAF World Championships in Athletics,8,Markus Esser,GER,79.66
Hammer Throw men,11th IAAF World Championships in Athletics,9,Olli-Pekka Karjalainen,FIN,78.35
Hammer Throw men,11th IAAF World Championships in Athletics,10,Miloslav Konopka,SVK,78.09
Hammer Throw men,11th IAAF World Championships in Athletics,11,Esref Apak,TUR,76.59
Hammer Throw men,11th IAAF World Championships in Athletics,12,Ali Mohamed Al-Zankawi,KUW,76.04
