event,event_name,position,athelete,country,mark
5000 Metres women,5th IAAF World Championships in Athletics,1,Sonia O'Sullivan,IRL,14:46.47  CR
5000 Metres women,5th IAAF World Championships in Athletics,2,Fernanda Ribeiro,POR,14:48.54
5000 Metres women,5th IAAF World Championships in Athletics,3,Zahra Ouaziz,MAR,14:53.77
5000 Metres women,5th IAAF World Championships in Athletics,4,Gabriela Szabo,ROU,14:56.57
5000 Metres women,5th IAAF World Championships in Athletics,5,Paula Radcliffe,GBR,14:57.02
5000 Metres women,5th IAAF World Championships in Athletics,6,Mariya Konovalova,RUS,15:01.23
5000 Metres women,5th IAAF World Championships in Athletics,7,Rose Cheruiyot,KEN,15:02.45  WJ
5000 Metres women,5th IAAF World Championships in Athletics,8,Gwen Griffiths-van Lingen,RSA,15:08.05
5000 Metres women,5th IAAF World Championships in Athletics,9,Sara Wedlund,SWE,15:08.36
5000 Metres women,5th IAAF World Championships in Athletics,10,Elena Fidatov,ROU,15:12.58
5000 Metres women,5th IAAF World Championships in Athletics,11,Sally Barsosio,KEN,15:39.57
5000 Metres women,5th IAAF World Championships in Athletics,12,Michiko Shimizu,JPN,15:45.30
5000 Metres women,5th IAAF World Championships in Athletics,13,Florence Barsosio,KEN,15:56.96
