event,event_name,position,athelete,country,mark
Triple Jump women,7th IAAF World Championships in Athletics,1,Paraskeví Tsiamíta,GRE,14.88
Triple Jump women,7th IAAF World Championships in Athletics,2,Yamilé Aldama,CUB,14.61
Triple Jump women,7th IAAF World Championships in Athletics,3,Ólga Vasdéki,GRE,14.61
Triple Jump women,7th IAAF World Championships in Athletics,4,Tatyana Lebedeva,RUS,14.55
Triple Jump women,7th IAAF World Championships in Athletics,5,Iva Prandzheva,BUL,14.54
Triple Jump women,7th IAAF World Championships in Athletics,6,Šárka Kašparkova,CZE,14.54
Triple Jump women,7th IAAF World Championships in Athletics,7,Olena Hovorova,UKR,14.47
Triple Jump women,7th IAAF World Championships in Athletics,8,Cristina Nicolau,ROU,14.38
Triple Jump women,7th IAAF World Championships in Athletics,9,Oksana Rogova,RUS,14.16
Triple Jump women,7th IAAF World Championships in Athletics,10,Baya Rahouli,ALG,14.00
Triple Jump women,7th IAAF World Championships in Athletics,11,Adelina Gavrila,ROU,13.87
Triple Jump women,7th IAAF World Championships in Athletics,12,Ashia Hansen,GBR,13.39
