event,event_name,position,athelete,country,mark
Javelin Throw men,6th IAAF World Championships In Athletics,1,Marius Corbett,RSA,88.40
Javelin Throw men,6th IAAF World Championships In Athletics,2,Steve Backley,GBR,86.80
Javelin Throw men,6th IAAF World Championships In Athletics,3,Konstantinos Gatsioudis,GRE,86.64
Javelin Throw men,6th IAAF World Championships In Athletics,4,Mick Hill,GBR,86.54
Javelin Throw men,6th IAAF World Championships In Athletics,5,Sergey Makarov,RUS,86.32
Javelin Throw men,6th IAAF World Championships In Athletics,6,Boris Henry,GER,84.54
Javelin Throw men,6th IAAF World Championships In Athletics,7,Emeterio González,CUB,83.56
Javelin Throw men,6th IAAF World Championships In Athletics,8,Aki Parviainen,FIN,82.80
Javelin Throw men,6th IAAF World Championships In Athletics,9,Jan Zelezný,CZE,82.04
Javelin Throw men,6th IAAF World Championships In Athletics,10,Gregor Högler,AUT,81.56
Javelin Throw men,6th IAAF World Championships In Athletics,11,Andrey Moruyev,RUS,81.38
Javelin Throw men,6th IAAF World Championships In Athletics,12,Patrik Bodén,SWE,80.66
