event,event_name,position,athelete,country,mark
High Jump women,7th IAAF World Championships in Athletics,1,Inha Babakova,UKR,1.99
High Jump women,7th IAAF World Championships in Athletics,2,Yelena Yelesina,RUS,1.99
High Jump women,7th IAAF World Championships in Athletics,3,Svetlana Lapina,RUS,1.99
High Jump women,7th IAAF World Championships in Athletics,4,Kajsa Bergqvist,SWE,1.96
High Jump women,7th IAAF World Championships in Athletics,4,Zuzana Hlavonová,CZE,1.96
High Jump women,7th IAAF World Championships in Athletics,4,Tisha Waller,USA,1.96
High Jump women,7th IAAF World Championships in Athletics,7,Vita Styopina,UKR,1.96
High Jump women,7th IAAF World Championships in Athletics,8,Svetlana Zalevskaya,KAZ,1.93
High Jump women,7th IAAF World Championships in Athletics,9,Amy Acuff,USA,1.93
High Jump women,7th IAAF World Championships in Athletics,10,Hanne Haugland,NOR,1.93
High Jump women,7th IAAF World Championships in Athletics,10,Monica Iagar,ROU,1.93
High Jump women,7th IAAF World Championships in Athletics,12,Yelena Gulyayeva,RUS,1.93
