event,event_name,position,athelete,country,mark
5000 Metres women,9th IAAF World Championships in Athletics,1,Tirunesh Dibaba,ETH,14:51.72
5000 Metres women,9th IAAF World Championships in Athletics,2,Marta Domínguez,ESP,14:52.26
5000 Metres women,9th IAAF World Championships in Athletics,3,Edith Masai,KEN,14:52.30
5000 Metres women,9th IAAF World Championships in Athletics,4,Yelena Zadorozhnaya,RUS,14:52.36
5000 Metres women,9th IAAF World Championships in Athletics,5,Elvan Abeylegesse,TUR,14:53.56  PB
5000 Metres women,9th IAAF World Championships in Athletics,6,Isabella Bosibori Ochichi,KEN,14:54.08
5000 Metres women,9th IAAF World Championships in Athletics,7,Gulnara Galkina,RUS,14:54.38  PB
5000 Metres women,9th IAAF World Championships in Athletics,8,Courtney Babcock,CAN,14:54.98  NR
5000 Metres women,9th IAAF World Championships in Athletics,9,Yingjie Sun,CHN,14:57.01
5000 Metres women,9th IAAF World Championships in Athletics,10,Berhane Adere,ETH,14:58.07
5000 Metres women,9th IAAF World Championships in Athletics,11,Gabriela Szabo,ROU,14:59.36
5000 Metres women,9th IAAF World Championships in Athletics,12,Émilie Mondor,CAN,15:02.36
5000 Metres women,9th IAAF World Championships in Athletics,13,Zahra Ouaziz,MAR,15:16.73
5000 Metres women,9th IAAF World Championships in Athletics,14,Zhor El Kamch,MAR,15:29.72
5000 Metres women,9th IAAF World Championships in Athletics,15,Sonia O'Sullivan,IRL,15:36.62
