event,event_name,position,athelete,country,mark
Hammer Throw men,14th IAAF World Championships,1,Paweł FAJDEK,POL,81.97
Hammer Throw men,14th IAAF World Championships,2,Krisztián PARS,HUN,80.30
Hammer Throw men,14th IAAF World Championships,3,Lukáš Melich,CZE,79.36
Hammer Throw men,14th IAAF World Championships,4,Primož Kozmus,SLO,79.22
Hammer Throw men,14th IAAF World Championships,5,Koji Murofushi,JPN,78.03
Hammer Throw men,14th IAAF World Championships,6,Nicola Vizzoni,ITA,77.61
Hammer Throw men,14th IAAF World Championships,7,Marcel LOMNICKÝ,SVK,77.57
Hammer Throw men,14th IAAF World Championships,8,Szymon Ziólkowski,POL,76.84
Hammer Throw men,14th IAAF World Championships,9,Markus Esser,GER,76.25
Hammer Throw men,14th IAAF World Championships,10,Sergey Litvinov,RUS,75.90
Hammer Throw men,14th IAAF World Championships,11,Yury Shayunou,BLR,73.68
