event,event_name,position,athelete,country,mark
Discus Throw women,12th IAAF World Championships in Athletics,1,Dani Stevens,AUS,65.44
Discus Throw women,12th IAAF World Championships in Athletics,2,Yarelys Barrios,CUB,65.31
Discus Throw women,12th IAAF World Championships in Athletics,3,Nicoleta Grasu,ROU,65.20
Discus Throw women,12th IAAF World Championships in Athletics,4,Zaneta Glanc,POL,62.66
Discus Throw women,12th IAAF World Championships in Athletics,5,Aimin Song,CHN,62.42
Discus Throw women,12th IAAF World Championships in Athletics,6,Nadine Müller,GER,62.04
Discus Throw women,12th IAAF World Championships in Athletics,7,Natalya Sadova,RUS,61.78
Discus Throw women,12th IAAF World Championships in Athletics,8,Mélina Robert-Michon,FRA,60.92
Discus Throw women,12th IAAF World Championships in Athletics,9,Sandra Perković,CRO,60.77
Discus Throw women,12th IAAF World Championships in Athletics,10,Aretha Thurmond,USA,59.89
Discus Throw women,12th IAAF World Championships in Athletics,11,Xuejun Ma,CHN,58.79
Discus Throw women,12th IAAF World Championships in Athletics,12,Stephanie Brown Trafton,USA,58.53
