event,event_name,position,athelete,country,mark
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",1,Hellen Obiri,KEN,14:26.72  CR
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",2,Margaret Chelimo Kipkemboi,KEN,14:27.49  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",3,Konstanze Klosterhalfen,GER,14:28.43
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",4,Tsehay Gemechu,ETH,14:29.60  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",5,Lilian Kasait Rengeruk,KEN,14:36.05  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",6,Fantu Worku,ETH,14:40.47  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",7,Laura Weightman,GBR,14:44.57  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",8,Hawi Feysa,ETH,14:44.92
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",9,Karissa Schweizer,USA,14:45.18  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",10,Eilish McColgan,GBR,14:46.17  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",11,Elinor Purrier,USA,14:58.17  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",12,Camille Buscomb,NZL,14:58.59  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",13,Andrea Seccafien,CAN,14:59.95  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",14,Nozomi Tanaka,JPN,15:00.01  PB
5000 Metres women,"IAAF World Athletics Championships, DOHA 2019",15,Dominique Scott,RSA,15:24.47
