event,event_name,position,athelete,country,mark
Javelin Throw men,10th IAAF World Championships in Athletics,1,Andrus Värnik,EST,87.17
Javelin Throw men,10th IAAF World Championships in Athletics,2,Andreas Thorkildsen,NOR,86.18
Javelin Throw men,10th IAAF World Championships in Athletics,3,Sergey Makarov,RUS,83.54
Javelin Throw men,10th IAAF World Championships in Athletics,4,Tero Pitkämäki,FIN,81.27
Javelin Throw men,10th IAAF World Championships in Athletics,5,Aleksandr Ivanov,RUS,79.14
Javelin Throw men,10th IAAF World Championships in Athletics,6,Eriks Rags,LAT,78.77
Javelin Throw men,10th IAAF World Championships in Athletics,7,Ainars Kovals,LAT,77.61
Javelin Throw men,10th IAAF World Championships in Athletics,8,Mark Frank,GER,77.56
Javelin Throw men,10th IAAF World Championships in Athletics,9,Aki Parviainen,FIN,74.86
Javelin Throw men,10th IAAF World Championships in Athletics,10,Guillermo Martínez,CUB,72.68
Javelin Throw men,10th IAAF World Championships in Athletics,11,Tomas Intas,LTU,70.11
Javelin Throw men,10th IAAF World Championships in Athletics,12,Scott Russell,CAN,68.59
