event,event_name,position,athelete,country,mark
High Jump women,3rd IAAF World Championships in Athletics,1,Heike Henkel,GER,2.05
High Jump women,3rd IAAF World Championships in Athletics,2,Yelena Yelesina,URS,1.98
High Jump women,3rd IAAF World Championships in Athletics,3,Inha Babakova,URS,1.96
High Jump women,3rd IAAF World Championships in Athletics,4,Beata Holub,POL,1.96
High Jump women,3rd IAAF World Championships in Athletics,5,Birgit Kähler,GER,1.93
High Jump women,3rd IAAF World Championships in Athletics,6,Stefka Kostadinova,BUL,1.93
High Jump women,3rd IAAF World Championships in Athletics,7,Tamara Bykova,URS,1.93
High Jump women,3rd IAAF World Championships in Athletics,8,Judit Kovacs,HUN,1.90
High Jump women,3rd IAAF World Championships in Athletics,9,Sárka Nováková-Makowkova,TCH,1.90
High Jump women,3rd IAAF World Championships in Athletics,10,Vanessa Browne-Ward,AUS,1.90
High Jump women,3rd IAAF World Championships in Athletics,11,Alison Inverarity,AUS,1.87
High Jump women,3rd IAAF World Championships in Athletics,12,Heike Balck,GER,1.84
